股票代码,中文名称,每股收益(元),每股经营现金流(元),每股公积金(元),每股未分配利润(元),流通股本(亿股),流通市值(亿元),_quarter,stock_id,_stock_name,_selected_time
300217.XSHE,东方电热,0.03,-0.08,0.11,0.47,8.97,41.34,2021-10-26,300217.XSHE,东方电热,2024-01-25
300967.XSHE,晓鸣股份,0.13,0.22,1.46,1.73,0.45,11.38,2021-10-26,300967.XSHE,晓鸣股份,2024-01-25
300651.XSHE,金陵体育,0.05,0.5,1.52,2.56,0.73,19.65,2021-10-26,300651.XSHE,金陵体育,2024-01-25
600123.XSHG,兰花科创,0.62,0.7,0.22,7.17,11.42,146.68,2021-10-26,600123.XSHG,兰花科创,2024-01-25
002141.XSHE,贤丰控股,0.01,-0.01,0.08,-0.38,11.35,65.47,2021-10-26,002141.XSHE,贤丰控股,2024-01-25
605365.XSHG,立达信,0.23,0.35,1.63,3.15,0.5,9.29,2021-10-26,605365.XSHG,立达信,2024-01-25
000813.XSHE,德展健康,0.02,-0.01,0.25,1.82,22.2,90.57,2021-10-26,000813.XSHE,德展健康,2024-01-25
688636.XSHG,智明达,0.45,0.54,10.23,4.78,0.1,14.37,2021-10-26,688636.XSHG,智明达,2024-01-25
603232.XSHG,格尔软件,0.01,-0.42,3.09,1.32,2.32,33.0,2021-10-26,603232.XSHG,格尔软件,2024-01-25
002971.XSHE,和远气体,0.1,0.03,3.06,2.71,1.06,18.89,2021-10-26,002971.XSHE,和远气体,2024-01-25
300779.XSHE,惠城环保,0.05,-0.38,4.0,1.42,0.7,11.96,2021-10-26,300779.XSHE,惠城环保,2024-01-25
605003.XSHG,众望布艺,0.3,0.35,5.05,3.17,0.28,6.2,2021-10-26,605003.XSHG,众望布艺,2024-01-25
300826.XSHE,测绘股份,0.11,-0.11,5.58,2.07,0.51,10.1,2021-10-26,300826.XSHE,测绘股份,2024-01-25
002588.XSHE,史丹利,0.06,0.09,0.25,2.71,7.96,47.5,2021-10-26,002588.XSHE,史丹利,2024-01-25
688123.XSHG,聚辰股份,0.14,-0.05,9.21,1.94,0.83,34.51,2021-10-26,688123.XSHG,聚辰股份,2024-01-25
603138.XSHG,海量数据,-0.0,0.01,0.21,0.83,2.53,39.19,2021-10-26,603138.XSHG,海量数据,2024-01-25
300965.XSHE,恒宇信通,0.24,-0.36,16.88,3.93,0.15,9.79,2021-10-26,300965.XSHE,恒宇信通,2024-01-25
600156.XSHG,华升股份,-0.09,-0.05,0.37,0.27,4.02,16.08,2021-10-26,600156.XSHG,华升股份,2024-01-25
603112.XSHG,华翔股份,0.24,0.07,1.99,1.53,1.54,16.77,2021-10-26,603112.XSHG,华翔股份,2024-01-25
300129.XSHE,泰胜风能,0.04,-0.06,0.99,1.69,5.77,61.14,2021-10-26,300129.XSHE,泰胜风能,2024-01-25
002997.XSHE,瑞鹄模具,0.17,0.25,3.02,1.92,1.14,16.06,2021-10-26,002997.XSHE,瑞鹄模具,2024-01-25
600732.XSHG,爱旭股份,-0.01,-0.09,0.78,0.74,6.53,96.62,2021-10-26,600732.XSHG,爱旭股份,2024-01-25
000567.XSHE,海德股份,0.17,0.31,5.23,0.87,6.4,92.38,2021-10-26,000567.XSHE,海德股份,2024-01-25
688333.XSHG,铂力特,-0.51,-0.14,12.13,0.99,0.45,95.04,2021-10-26,688333.XSHG,铂力特,2024-01-25
601011.XSHG,宝泰隆,0.03,0.15,1.99,0.79,16.05,81.36,2021-10-26,601011.XSHG,宝泰隆,2024-01-25
300797.XSHE,钢研纳克,0.12,-0.01,1.13,1.2,0.76,11.37,2021-10-26,300797.XSHE,钢研纳克,2024-01-25
600336.XSHG,澳柯玛,0.05,-0.35,1.48,0.38,7.84,47.03,2021-10-26,600336.XSHG,澳柯玛,2024-01-25
002646.XSHE,天佑德酒,0.02,0.03,2.63,1.83,4.5,98.55,2021-10-26,002646.XSHE,天佑德酒,2024-01-25
002494.XSHE,华斯股份,0.01,-0.08,3.24,-0.23,2.95,11.65,2021-10-26,002494.XSHE,华斯股份,2024-01-25
300718.XSHE,长盛轴承,0.1,0.14,1.08,2.06,1.68,27.1,2021-10-26,300718.XSHE,长盛轴承,2024-01-25
002659.XSHE,凯文教育,-0.03,0.3,3.38,-0.39,5.88,20.3,2021-10-26,002659.XSHE,凯文教育,2024-01-25
300448.XSHE,浩云科技,0.01,0.02,0.34,0.76,4.6,29.15,2021-10-26,300448.XSHE,浩云科技,2024-01-25
603236.XSHG,移远通信,0.71,-4.82,15.09,5.0,0.99,159.97,2021-10-26,603236.XSHG,移远通信,2024-01-25
002284.XSHE,亚太股份,0.0,0.24,1.54,0.71,6.86,49.19,2021-10-26,002284.XSHE,亚太股份,2024-01-25
601015.XSHG,陕西黑猫,0.19,0.01,1.72,1.25,20.42,167.89,2021-10-26,601015.XSHG,陕西黑猫,2024-01-25
000626.XSHE,远大控股,0.16,-0.32,2.65,2.13,4.64,97.71,2021-10-26,000626.XSHE,远大控股,2024-01-25
002083.XSHE,孚日股份,0.09,0.13,1.54,1.68,9.05,36.94,2021-10-26,002083.XSHE,孚日股份,2024-01-25
002838.XSHE,道恩股份,0.1,-0.1,0.25,3.09,3.48,52.23,2021-10-26,002838.XSHE,道恩股份,2024-01-25
300823.XSHE,建科机械,0.27,0.09,4.18,4.41,0.38,8.78,2021-10-26,300823.XSHE,建科机械,2024-01-25
000598.XSHE,兴蓉环境,0.18,0.22,0.6,2.69,29.86,170.51,2021-10-26,000598.XSHE,兴蓉环境,2024-01-25
002287.XSHE,奇正藏药,-0.64,-0.03,0.89,3.13,5.28,179.4,2021-10-26,002287.XSHE,奇正藏药,2024-01-25
000793.XSHE,华闻集团,0.05,-0.24,1.83,-1.65,19.61,46.67,2021-10-26,000793.XSHE,华闻集团,2024-01-25
688628.XSHG,优利德,0.22,0.09,5.06,2.26,0.26,7.19,2021-10-26,688628.XSHG,优利德,2024-01-25
300747.XSHE,锐科激光,0.32,-0.34,2.41,3.36,3.76,217.79,2021-10-26,300747.XSHE,锐科激光,2024-01-25
003038.XSHE,鑫铂股份,0.24,-1.74,5.1,2.4,0.27,12.16,2021-10-26,003038.XSHE,鑫铂股份,2024-01-25
603801.XSHG,志邦家居,0.47,0.54,2.67,3.92,3.05,64.67,2021-10-26,603801.XSHG,志邦家居,2024-01-25
300349.XSHE,金卡智能,0.12,-0.04,4.16,2.85,3.81,43.69,2021-10-26,300349.XSHE,金卡智能,2024-01-25
002282.XSHE,博深股份,0.09,0.05,3.98,0.88,3.98,36.69,2021-10-26,002282.XSHE,博深股份,2024-01-25
002817.XSHE,黄山胶囊,0.08,0.0,0.8,1.71,1.22,12.68,2021-10-26,002817.XSHE,黄山胶囊,2024-01-25
603527.XSHG,众源新材,0.19,0.1,1.22,1.68,2.44,23.21,2021-10-26,603527.XSHG,众源新材,2024-01-25
002533.XSHE,金杯电工,0.13,0.45,1.9,1.47,5.98,46.8,2021-10-26,002533.XSHE,金杯电工,2024-01-25
601616.XSHG,广电电气,0.03,0.07,1.45,0.22,9.36,36.58,2021-10-26,601616.XSHG,广电电气,2024-01-25
300435.XSHE,中泰股份,0.16,0.24,3.41,1.88,2.91,54.82,2021-10-26,300435.XSHE,中泰股份,2024-01-25
600311.XSHG,*ST荣华,-0.05,0.0,0.33,-1.25,6.66,12.18,2021-10-26,600311.XSHG,*ST荣华,2024-01-25
301024.XSHE,霍普股份,0.17,-0.62,12.92,5.13,0.11,4.74,2021-10-26,301024.XSHE,霍普股份,2024-01-25
600815.XSHG,厦工股份,-0.01,0.07,2.2,-2.59,17.74,51.45,2021-10-26,600815.XSHG,厦工股份,2024-01-25
000707.XSHE,双环科技,0.33,0.59,2.54,-3.38,4.64,42.19,2021-10-26,000707.XSHE,双环科技,2024-01-25
600486.XSHG,扬农化工,0.72,1.71,1.91,17.44,3.1,324.93,2021-10-26,600486.XSHG,扬农化工,2024-01-25
002235.XSHE,安妮股份,0.01,0.02,2.44,-1.32,5.48,25.44,2021-10-26,002235.XSHE,安妮股份,2024-01-25
300309.XSHE,*ST吉艾,-0.25,0.03,0.75,-2.28,8.46,25.71,2021-10-26,300309.XSHE,*ST吉艾,2024-01-25
301042.XSHE,安联锐视,0.41,-0.73,10.04,4.19,0.17,7.05,2021-10-26,301042.XSHE,安联锐视,2024-01-25
002746.XSHE,仙坛股份,0.0,0.09,1.79,2.14,7.1,52.45,2021-10-26,002746.XSHE,仙坛股份,2024-01-25
002023.XSHE,海特高新,-0.0,0.2,2.49,1.83,6.84,89.01,2021-10-26,002023.XSHE,海特高新,2024-01-25
600529.XSHG,山东药玻,0.28,0.36,1.54,4.38,5.95,177.3,2021-10-26,600529.XSHG,山东药玻,2024-01-25
300819.XSHE,聚杰微纤,0.11,0.25,5.1,1.8,0.29,6.79,2021-10-26,300819.XSHE,聚杰微纤,2024-01-25
603086.XSHG,先达股份,0.11,0.62,1.61,4.82,2.2,21.14,2021-10-26,603086.XSHG,先达股份,2024-01-25
688358.XSHG,祥生医疗,0.38,-0.03,11.75,2.01,0.19,8.44,2021-10-26,688358.XSHG,祥生医疗,2024-01-25
688598.XSHG,金博股份,1.63,-0.73,12.45,6.64,0.65,227.36,2021-10-26,688598.XSHG,金博股份,2024-01-25
300015.XSHE,爱尔眼科,0.16,0.25,0.41,0.77,44.59,2380.96,2021-10-26,300015.XSHE,爱尔眼科,2024-01-25
688655.XSHG,迅捷兴,0.16,0.25,2.23,1.52,0.32,5.56,2021-10-26,688655.XSHG,迅捷兴,2024-01-25
002134.XSHE,天津普林,0.04,0.01,1.23,-0.62,2.46,19.96,2021-10-26,002134.XSHE,天津普林,2024-01-25
300284.XSHE,苏交科,0.09,-0.05,2.42,2.39,6.44,40.17,2021-10-26,300284.XSHE,苏交科,2024-01-25
000686.XSHE,东北证券,0.22,0.72,2.46,2.61,23.4,201.98,2021-10-26,000686.XSHE,东北证券,2024-01-25
600143.XSHG,金发科技,0.06,0.46,1.13,3.42,25.74,377.55,2021-10-26,600143.XSHG,金发科技,2024-01-25
000158.XSHE,常山北明,0.01,-0.08,1.66,0.93,15.77,116.54,2021-10-26,000158.XSHE,常山北明,2024-01-25
000037.XSHE,深南电A,-0.08,0.03,0.6,1.19,3.39,29.75,2021-10-26,000037.XSHE,深南电A,2024-01-25
301049.XSHE,超越科技,0.33,0.3,5.76,2.49,0.22,7.22,2021-10-26,301049.XSHE,超越科技,2024-01-25
002982.XSHE,湘佳股份,-0.05,-0.12,7.13,6.82,0.47,18.5,2021-10-26,002982.XSHE,湘佳股份,2024-01-25
000601.XSHE,韶能股份,0.01,0.2,1.46,1.16,10.8,63.28,2021-10-26,000601.XSHE,韶能股份,2024-01-25
603121.XSHG,华培动力,0.06,0.08,2.29,0.99,1.19,12.07,2021-10-26,603121.XSHG,华培动力,2024-01-25
688359.XSHG,三孚新科,0.12,-0.15,2.87,1.71,0.22,11.16,2021-10-26,688359.XSHG,三孚新科,2024-01-25
301071.XSHE,力量钻石,0.88,0.7,6.32,6.88,0.15,30.62,2021-10-26,301071.XSHE,力量钻石,2024-01-25
300200.XSHE,高盟新材,0.08,0.03,2.16,0.9,4.15,38.72,2021-10-26,300200.XSHE,高盟新材,2024-01-25
603565.XSHG,中谷物流,0.47,0.79,4.68,3.28,2.01,63.17,2021-10-26,603565.XSHG,中谷物流,2024-01-25
603038.XSHG,华立股份,0.05,-0.03,2.17,3.06,1.84,20.25,2021-10-26,603038.XSHG,华立股份,2024-01-25
300180.XSHE,华峰超纤,0.02,0.14,1.47,0.47,13.66,67.62,2021-10-26,300180.XSHE,华峰超纤,2024-01-25
603813.XSHG,原尚股份,0.03,-0.19,2.81,1.51,0.89,11.75,2021-10-26,603813.XSHG,原尚股份,2024-01-25
000687.XSHE,华讯退,-0.06,-0.01,1.57,-4.51,7.53,21.38,2021-10-26,000687.XSHE,华讯退,2024-01-25
603969.XSHG,银龙股份,0.04,0.08,0.27,0.92,8.41,36.75,2021-10-26,603969.XSHG,银龙股份,2024-01-25
002591.XSHE,恒大高新,0.02,-0.18,2.68,-1.2,2.21,11.31,2021-10-26,002591.XSHE,恒大高新,2024-01-25
603214.XSHG,爱婴室,-0.09,-0.25,2.43,3.44,1.41,30.79,2021-10-26,603214.XSHG,爱婴室,2024-01-25
300490.XSHE,华自科技,0.03,-0.02,4.65,1.4,2.78,58.54,2021-10-26,300490.XSHE,华自科技,2024-01-25
301063.XSHE,海锅股份,0.15,-0.27,6.22,3.32,0.2,8.53,2021-10-26,301063.XSHE,海锅股份,2024-01-25
603733.XSHG,仙鹤股份,0.42,-0.15,4.34,2.99,7.06,230.15,2021-10-26,603733.XSHG,仙鹤股份,2024-01-25
600704.XSHG,物产中大,0.21,-0.0,1.39,2.49,50.62,328.03,2021-10-26,600704.XSHG,物产中大,2024-01-25
002363.XSHE,隆基机械,0.02,0.04,3.31,0.73,4.16,20.91,2021-10-26,002363.XSHE,隆基机械,2024-01-25
601666.XSHG,平煤股份,0.3,0.93,1.33,3.5,23.28,297.02,2021-10-26,601666.XSHG,平煤股份,2024-01-25
600998.XSHG,九州通,0.12,-0.88,4.29,5.72,18.74,290.06,2021-10-26,600998.XSHG,九州通,2024-01-25
002688.XSHE,金河生物,0.01,0.08,1.38,0.66,6.21,36.68,2021-10-26,002688.XSHE,金河生物,2024-01-25
000020.XSHE,深华发A,0.0,-0.01,0.52,-0.57,1.81,16.07,2021-10-26,000020.XSHE,深华发A,2024-01-25
688166.XSHG,博瑞医药,0.17,0.17,1.73,1.11,1.8,51.54,2021-10-26,688166.XSHG,博瑞医药,2024-01-25
002978.XSHE,安宁股份,1.06,1.58,2.56,7.02,0.95,47.36,2021-10-26,002978.XSHE,安宁股份,2024-01-25
002137.XSHE,实益达,0.03,-0.04,1.56,-0.11,3.91,21.29,2021-10-26,002137.XSHE,实益达,2024-01-25
300211.XSHE,亿通科技,0.03,0.02,0.12,0.36,2.97,37.59,2021-10-26,300211.XSHE,亿通科技,2024-01-25
002628.XSHE,成都路桥,0.0,-0.07,1.2,1.5,7.44,24.92,2021-10-26,002628.XSHE,成都路桥,2024-01-25
000702.XSHE,正虹科技,-0.47,-0.23,0.68,-0.58,2.67,11.97,2021-10-26,000702.XSHE,正虹科技,2024-01-25
300021.XSHE,大禹节水,0.04,-0.21,0.3,0.52,6.39,32.86,2021-10-26,300021.XSHE,大禹节水,2024-01-25
601399.XSHG,国机重装,0.02,0.03,2.06,-1.32,23.77,89.15,2021-10-26,601399.XSHG,国机重装,2024-01-25
002643.XSHE,万润股份,0.21,0.31,2.41,2.31,8.96,168.94,2021-10-26,002643.XSHE,万润股份,2024-01-25
300719.XSHE,安达维尔,-0.0,0.05,1.79,0.96,1.81,23.75,2021-10-26,300719.XSHE,安达维尔,2024-01-25
002089.XSHE,*ST新海,0.01,0.0,0.08,-0.45,11.83,28.62,2021-10-26,002089.XSHE,*ST新海,2024-01-25
300927.XSHE,江天化学,0.17,0.09,3.58,2.25,0.2,7.61,2021-10-26,300927.XSHE,江天化学,2024-01-25
301052.XSHE,果麦文化,0.27,0.23,3.91,2.39,0.17,4.75,2021-10-26,301052.XSHE,果麦文化,2024-01-25
300112.XSHE,万讯自控,0.15,0.12,1.7,1.02,2.01,20.09,2021-10-26,300112.XSHE,万讯自控,2024-01-25
688776.XSHG,国光电气,0.4,-0.54,15.77,2.99,0.16,25.59,2021-10-26,688776.XSHG,国光电气,2024-01-25
002050.XSHE,三花智控,0.13,0.09,0.1,1.75,35.35,804.51,2021-10-26,002050.XSHE,三花智控,2024-01-25
688138.XSHG,清溢光电,0.04,0.43,1.81,1.46,0.78,12.05,2021-10-26,688138.XSHG,清溢光电,2024-01-25
688700.XSHG,东威科技,0.28,-0.08,2.38,1.36,0.33,19.14,2021-10-26,688700.XSHG,东威科技,2024-01-25
600874.XSHG,创业环保,0.17,0.1,0.3,3.18,10.87,72.41,2021-10-26,600874.XSHG,创业环保,2024-01-25
002519.XSHE,银河电子,-0.03,-0.13,1.54,-0.17,10.12,39.68,2021-10-26,002519.XSHE,银河电子,2024-01-25
300841.XSHE,康华生物,3.68,0.35,13.51,12.67,0.63,105.3,2021-10-26,300841.XSHE,康华生物,2024-01-25
002540.XSHE,亚太科技,0.07,-0.06,1.53,1.19,8.95,43.23,2021-10-26,002540.XSHE,亚太科技,2024-01-25
688109.XSHG,品茗科技,-0.11,-0.53,11.28,3.46,0.13,6.94,2021-10-26,688109.XSHG,品茗科技,2024-01-25
002843.XSHE,泰嘉股份,0.08,-0.03,0.45,0.93,2.1,18.9,2021-10-26,002843.XSHE,泰嘉股份,2024-01-25
688622.XSHG,禾信仪器,0.35,-0.16,3.9,2.9,0.14,9.84,2021-10-26,688622.XSHG,禾信仪器,2024-01-25
002128.XSHE,电投能源,0.54,1.47,1.41,7.28,17.67,268.47,2021-10-26,002128.XSHE,电投能源,2024-01-25
300817.XSHE,双飞股份,0.18,0.28,2.82,3.44,0.42,8.71,2021-10-26,300817.XSHE,双飞股份,2024-01-25
000597.XSHE,东北制药,-0.03,0.2,1.62,0.32,13.24,68.33,2021-10-26,000597.XSHE,东北制药,2024-01-25
002554.XSHE,惠博普,0.02,0.25,0.6,0.09,8.57,29.41,2021-10-26,002554.XSHE,惠博普,2024-01-25
600510.XSHG,黑牡丹,0.13,-0.46,2.87,4.43,10.17,79.35,2021-10-26,600510.XSHG,黑牡丹,2024-01-25
601677.XSHG,明泰铝业,0.82,1.01,6.37,7.05,6.82,235.77,2021-10-26,601677.XSHG,明泰铝业,2024-01-25
688311.XSHG,盟升电子,0.03,-0.25,11.76,1.91,0.66,41.28,2021-10-26,688311.XSHG,盟升电子,2024-01-25
605069.XSHG,正和生态,0.27,-0.55,5.55,4.28,0.41,7.69,2021-10-26,605069.XSHG,正和生态,2024-01-25
600999.XSHG,招商证券,0.32,-1.27,4.64,3.1,74.22,1359.71,2021-10-26,600999.XSHG,招商证券,2024-01-25
600606.XSHG,绿地控股,0.23,1.6,0.87,5.18,127.77,600.5,2021-10-26,600606.XSHG,绿地控股,2024-01-25
603319.XSHG,湘油泵,0.23,0.03,3.09,4.17,1.61,30.4,2021-10-26,603319.XSHG,湘油泵,2024-01-25
603660.XSHG,苏州科达,-0.11,-0.27,0.32,2.15,4.94,32.76,2021-10-26,603660.XSHG,苏州科达,2024-01-25
002342.XSHE,巨力索具,0.0,0.09,0.7,0.75,8.81,37.18,2021-10-26,002342.XSHE,巨力索具,2024-01-25
300865.XSHE,大宏立,0.1,-0.13,5.16,2.9,0.28,7.39,2021-10-26,300865.XSHE,大宏立,2024-01-25
003023.XSHE,彩虹集团,0.07,-0.21,5.48,8.39,0.2,5.28,2021-10-26,003023.XSHE,彩虹集团,2024-01-25
300084.XSHE,海默科技,-0.0,0.06,3.17,-1.03,3.3,23.45,2021-10-26,300084.XSHE,海默科技,2024-01-25
605268.XSHG,王力安防,0.16,-0.38,1.48,1.3,0.67,8.08,2021-10-26,605268.XSHG,王力安防,2024-01-25
600740.XSHG,山西焦化,0.18,0.03,2.7,1.08,25.62,219.06,2021-10-26,600740.XSHG,山西焦化,2024-01-25
300905.XSHE,宝丽迪,0.16,-0.13,6.09,1.57,0.36,9.58,2021-10-26,300905.XSHE,宝丽迪,2024-01-25
002170.XSHE,芭田股份,0.0,0.0,0.56,0.62,6.93,46.86,2021-10-26,002170.XSHE,芭田股份,2024-01-25
300971.XSHE,博亚精工,0.27,0.07,5.55,3.31,0.2,7.35,2021-10-26,300971.XSHE,博亚精工,2024-01-25
605289.XSHG,罗曼股份,0.32,-0.59,6.88,6.05,0.22,5.19,2021-10-26,605289.XSHG,罗曼股份,2024-01-25
300953.XSHE,震裕科技,0.48,-0.21,9.34,4.65,0.21,17.01,2021-10-26,300953.XSHE,震裕科技,2024-01-25
300786.XSHE,国林科技,0.27,-0.46,6.93,3.76,0.52,16.29,2021-10-26,300786.XSHE,国林科技,2024-01-25
002376.XSHE,新北洋,0.07,-0.06,1.49,2.07,6.4,50.65,2021-10-26,002376.XSHE,新北洋,2024-01-25
605336.XSHG,帅丰电器,0.42,0.39,7.31,4.29,0.35,9.78,2021-10-26,605336.XSHG,帅丰电器,2024-01-25
301055.XSHE,张小泉,0.12,-0.06,2.02,1.45,0.33,8.33,2021-10-26,301055.XSHE,张小泉,2024-01-25
002929.XSHE,润建股份,0.41,-1.69,6.73,6.7,1.62,46.49,2021-10-26,002929.XSHE,润建股份,2024-01-25
605167.XSHG,利柏特,0.08,0.18,0.95,0.88,1.12,9.94,2021-10-26,605167.XSHG,利柏特,2024-01-25
689009.XSHG,九号公司,0.18,0.13,10.65,-4.39,0.61,48.99,2021-10-26,689009.XSHG,九号公司,2024-01-25
688233.XSHG,神工股份,0.43,0.36,5.4,1.95,0.82,58.04,2021-10-26,688233.XSHG,神工股份,2024-01-25
300822.XSHE,贝仕达克,0.25,0.08,3.66,2.67,0.42,10.08,2021-10-26,300822.XSHE,贝仕达克,2024-01-25
688676.XSHG,金盘科技,0.13,0.42,2.45,2.06,0.36,7.86,2021-10-26,688676.XSHG,金盘科技,2024-01-25
605589.XSHG,圣泉集团,0.2,-0.85,3.32,5.33,0.81,24.25,2021-10-26,605589.XSHG,圣泉集团,2024-01-25
000029.XSHE,深深房A,0.03,-0.97,0.97,1.62,8.92,63.4,2021-10-26,000029.XSHE,深深房A,2024-01-25
002177.XSHE,*ST御银,-0.07,-0.02,0.04,0.98,7.61,40.88,2021-10-26,002177.XSHE,*ST御银,2024-01-25
688569.XSHG,铁科轨道,0.32,0.16,5.49,3.81,0.51,8.97,2021-10-26,688569.XSHG,铁科轨道,2024-01-25
000589.XSHE,贵州轮胎,0.05,0.22,2.84,1.81,8.65,47.93,2021-10-26,000589.XSHE,贵州轮胎,2024-01-25
600480.XSHG,凌云股份,0.09,-0.21,2.99,2.13,7.63,63.98,2021-10-26,600480.XSHG,凌云股份,2024-01-25
300930.XSHE,屹通新材,0.23,0.08,3.95,1.83,0.25,6.63,2021-10-26,300930.XSHE,屹通新材,2024-01-25
300774.XSHE,倍杰特,0.08,-0.17,1.25,0.97,0.38,6.0,2021-10-26,300774.XSHE,倍杰特,2024-01-25
300224.XSHE,正海磁材,0.08,0.08,1.5,0.63,8.12,92.9,2021-10-26,300224.XSHE,正海磁材,2024-01-25
002497.XSHE,雅化集团,0.26,0.2,2.23,1.83,10.42,344.98,2021-10-26,002497.XSHE,雅化集团,2024-01-25
300482.XSHE,万孚生物,0.16,-0.14,1.81,4.25,3.2,137.78,2021-10-26,300482.XSHE,万孚生物,2024-01-25
000995.XSHE,*ST皇台,-0.02,-0.03,3.09,-3.45,1.77,46.06,2021-10-26,000995.XSHE,*ST皇台,2024-01-25
002322.XSHE,理工能科,0.18,0.33,4.64,2.23,3.76,37.76,2021-10-26,002322.XSHE,理工能科,2024-01-25
300425.XSHE,中建环能,0.07,0.08,0.72,1.0,6.71,35.17,2021-10-26,300425.XSHE,中建环能,2024-01-25
300837.XSHE,浙矿股份,0.37,0.14,3.86,4.98,0.33,14.08,2021-10-26,300837.XSHE,浙矿股份,2024-01-25
300519.XSHE,新光药业,0.19,0.22,1.01,2.58,1.14,17.89,2021-10-26,300519.XSHE,新光药业,2024-01-25
301045.XSHE,天禄科技,0.26,0.32,3.63,3.0,0.24,7.23,2021-10-26,301045.XSHE,天禄科技,2024-01-25
300700.XSHE,岱勒新材,-0.0,0.21,2.01,1.16,0.77,9.75,2021-10-26,300700.XSHE,岱勒新材,2024-01-25
002294.XSHE,信立泰,0.14,0.48,1.73,4.18,10.46,302.73,2021-10-26,002294.XSHE,信立泰,2024-01-25
301005.XSHE,超捷股份,0.35,0.33,9.31,2.6,0.14,8.13,2021-10-26,301005.XSHE,超捷股份,2024-01-25
603229.XSHG,奥翔药业,0.1,0.05,1.78,1.35,2.84,68.51,2021-10-26,603229.XSHG,奥翔药业,2024-01-25
688208.XSHG,道通科技,0.25,-0.15,2.77,2.07,2.71,191.53,2021-10-26,688208.XSHG,道通科技,2024-01-25
000862.XSHE,银星能源,0.05,0.21,3.8,-0.86,5.01,48.08,2021-10-26,000862.XSHE,银星能源,2024-01-25
600216.XSHG,浙江医药,0.25,-0.01,1.72,4.7,9.65,158.28,2021-10-26,600216.XSHG,浙江医药,2024-01-25
603315.XSHG,福鞍股份,0.03,-0.07,1.95,1.39,2.2,52.04,2021-10-26,603315.XSHG,福鞍股份,2024-01-25
300726.XSHE,宏达电子,0.6,-0.06,1.67,3.72,1.83,139.48,2021-10-26,300726.XSHE,宏达电子,2024-01-25
300684.XSHE,中石科技,0.17,0.21,3.2,1.46,1.72,32.22,2021-10-26,300684.XSHE,中石科技,2024-01-25
600710.XSHG,苏美达,0.21,1.74,0.9,2.02,13.07,87.29,2021-10-26,600710.XSHG,苏美达,2024-01-25
600857.XSHG,宁波中百,0.01,0.07,0.29,-0.25,2.24,20.32,2021-10-26,600857.XSHG,宁波中百,2024-01-25
300287.XSHE,飞利信,0.01,-0.09,2.31,-1.59,11.92,52.44,2021-10-26,300287.XSHE,飞利信,2024-01-25
600980.XSHG,北矿科技,0.13,0.07,2.58,1.47,1.52,23.74,2021-10-26,600980.XSHG,北矿科技,2024-01-25
002931.XSHE,锋龙股份,0.1,-0.1,0.76,1.39,1.79,23.73,2021-10-26,002931.XSHE,锋龙股份,2024-01-25
002060.XSHE,粤水电,0.06,0.26,0.54,1.19,12.02,77.52,2021-10-26,002060.XSHE,粤水电,2024-01-25
000069.XSHE,华侨城A,0.22,0.05,0.62,7.61,70.56,528.47,2021-10-26,000069.XSHE,华侨城A,2024-01-25
300691.XSHE,联合光电,0.09,-0.12,2.0,1.36,1.83,31.72,2021-10-26,300691.XSHE,联合光电,2024-01-25
300154.XSHE,瑞凌股份,0.05,0.03,1.63,0.72,3.21,19.47,2021-10-26,300154.XSHE,瑞凌股份,2024-01-25
002226.XSHE,江南化工,0.11,0.08,1.05,0.79,13.42,78.48,2021-10-26,002226.XSHE,江南化工,2024-01-25
301013.XSHE,利和兴,-0.06,-0.16,2.79,1.79,0.33,7.4,2021-10-26,301013.XSHE,利和兴,2024-01-25
300249.XSHE,依米康,0.03,-0.0,0.15,0.27,3.2,20.54,2021-10-26,300249.XSHE,依米康,2024-01-25
300301.XSHE,*ST长方,0.03,0.03,0.96,-0.51,7.9,24.73,2021-10-26,300301.XSHE,*ST长方,2024-01-25
002772.XSHE,众兴菌业,-0.15,0.11,5.06,1.77,2.6,26.27,2021-10-26,002772.XSHE,众兴菌业,2024-01-25
002911.XSHE,佛燃能源,0.14,-0.06,0.31,1.61,9.45,116.95,2021-10-26,002911.XSHE,佛燃能源,2024-01-25
300996.XSHE,普联软件,0.08,-0.15,2.87,1.73,0.34,10.3,2021-10-26,300996.XSHE,普联软件,2024-01-25
300338.XSHE,ST开元,-0.17,0.09,3.3,-3.39,3.0,16.12,2021-10-26,300338.XSHE,ST开元,2024-01-25
000155.XSHE,川能动力,0.0,0.05,2.5,-0.7,12.7,365.12,2021-10-26,000155.XSHE,川能动力,2024-01-25
002129.XSHE,TCL中环,0.42,0.43,4.09,2.05,30.31,1390.44,2021-10-26,002129.XSHE,TCL中环,2024-01-25
002416.XSHE,爱施德,0.36,-3.58,1.31,2.3,12.23,123.0,2021-10-26,002416.XSHE,爱施德,2024-01-25
002260.XSHE,德奥退,0.01,-0.05,1.44,-1.1,2.65,8.35,2021-10-26,002260.XSHE,德奥退,2024-01-25
002962.XSHE,五方光电,0.1,0.09,3.34,1.61,1.65,20.53,2021-10-26,002962.XSHE,五方光电,2024-01-25
000738.XSHE,航发控制,0.09,0.32,3.05,2.03,11.46,275.75,2021-10-26,000738.XSHE,航发控制,2024-01-25
300515.XSHE,三德科技,0.1,0.09,0.76,1.1,1.77,20.19,2021-10-26,300515.XSHE,三德科技,2024-01-25
